startseq, 1
man, 2
with, 3
red, 4
helmet, 5
on, 6
small, 7
moped, 8
dirt, 9
road, 10
endseq, 11
riding, 12
motor, 13
bike, 14
the, 15
countryside, 16
back, 17
of, 18
motorcycle, 19
path, 20
young, 21
person, 22
rests, 23
to, 24
foreground, 25
verdant, 26
area, 27
bridge, 28
and, 29
background, 30
mountains, 31
in, 32
shirt, 33
hat, 34
is, 35
hill, 36
side, 37
woman, 38
wearing, 39
net, 40
her, 41
head, 42
cutting, 43
cake, 44
large, 45
white, 46
sheet, 47
hair, 48
there, 49
that, 50
marking, 51
chefs, 52
knife, 53
child, 54
holding, 55
flowered, 56
umbrella, 57
petting, 58
yak, 59
an, 60
next, 61
herd, 62
cattle, 63
boy, 64
barefoot, 65
touching, 66
horn, 67
cow, 68
who, 69
while, 70
standing, 71
livestock, 72
front, 73
computer, 74
keyboard, 75
little, 76
headphones, 77
looking, 78
at, 79
monitor, 80
he, 81
listening, 82
intently, 83
school, 84
stares, 85
up, 86
kid, 87
phones, 88
using, 89
one, 90
long, 91
row, 92
computers, 93
earphones, 94
something, 95
group, 96
people, 97
sitting, 98
desk, 99
children, 100
stations, 101
table, 102
plays, 103
room, 104
cat, 105
girl, 106
smiles, 107
as, 108
she, 109
holds, 110
wears, 111
brightly, 112
colored, 113
skirt, 114
kitchen, 115
working, 116
carrying, 117
soft, 118
toy, 119
intent, 120
blowing, 121
out, 122
candle, 123
preparing, 124
blow, 125
single, 126
bowl, 127
birthday, 128
icecream, 129
getting, 130
ready, 131
dessert, 132
commercial, 133
stainless, 134
pot, 135
food, 136
cooking, 137
some, 138
sits, 139
has, 140
all, 141
steel, 142
appliances, 143
counters, 144
sink, 145
many, 146
machines, 147
cooks, 148
stove, 149
two, 150
men, 151
aprons, 152
professional, 153
metallic, 154
style, 155
around, 156
prepare, 157
several, 158
plates, 159
shirts, 160
restaurant, 161
are, 162
someone, 163
ordered, 164
this, 165
chef, 166
pans, 167
oven, 168
near, 169
very, 170
dark, 171
picture, 172
shelf, 173
cluttered, 174
wall, 175
view, 176
messy, 177
shelves, 178
storage, 179
wood, 180
walls, 181
dim, 182
lit, 183
consisting, 184
objects, 185
put, 186
together, 187
filled, 188
black, 189
lots, 190
counter, 191
top, 192
space, 193
brown, 194
cabinets, 195
tea, 196
kettle, 197
microwave, 198
glass, 199
wooden, 200
modern, 201
may, 202
different, 203
items, 204
sinks, 205
toilet, 206
various, 207
cleaning, 208
dish, 209
washing, 210
station, 211
it, 212
mop, 213
bucket, 214
industrial, 215
bicycle, 216
train, 217
but, 218
guy, 219
his, 220
past, 221
traveling, 222
along, 223
tracks, 224
narrow, 225
utensils, 226
galley, 227
both, 228
sides, 229
hallway, 230
leading, 231
into, 232
doorway, 233
refrigerator, 234
pantry, 235
door, 236
closed, 237
floors, 238
furniture, 239
beautiful, 240
open, 241
dining, 242
features, 243
island, 244
center, 245
windows, 246
made, 247
mostly, 248
laptop, 249
spacious, 250
full, 251
eating, 252
vegetables, 253
forks, 254
mouth, 255
assortment, 256
mixed, 257
eats, 258
plate, 259
fresh, 260
from, 261
shown, 262
variety, 263
plaid, 264
curtains, 265
metal, 266
older, 267
tops, 268
empty, 269
glasses, 270
bottles, 271
placed, 272
performing, 273
kickflip, 274
skateboard, 275
city, 276
street, 277
doing, 278
trick, 279
jumps, 280
air, 281
beneath, 282
him, 283
skateboarder, 284
flipping, 285
board, 286
kitchenette, 287
uses, 288
great, 289
efficiency, 290
image, 291
setting, 292
loaded, 293
pickup, 294
truck, 295
number, 296
things, 297
crowded, 298
overloaded, 299
old, 300
pick, 301
over, 302
cargo, 303
carries, 304
amount, 305
few, 306
ball, 307
stick, 308
spoons, 309
selection, 310
tools, 311
lined, 312
multiple, 313
surrounded, 314
by, 315
chairs, 316
laid, 317
across, 318
boat, 319
mean, 320
wheels, 321
bunch, 322
aboard, 323
being, 324
rolled, 325
trailer, 326
cart, 327
students, 328
workstation, 329
examines, 330
lap, 331
hand, 332
other, 333
mouse, 334
use, 335
reading, 336
material, 337
elephant, 338
water, 339
creek, 340
forest, 341
river, 342
rides, 343
couple, 344
women, 345
home, 346
dinner, 347
lights, 348
huge, 349
pan, 350
inside, 351
granite, 352
baby, 353
laying, 354
down, 355
teddy, 356
bear, 357
crib, 358
stuffed, 359
gloves, 360
lying, 361
left, 362
taking, 363
lays, 364
beside, 365
lies, 366
blue, 367
green, 368
bedding, 369
bikers, 370
building, 371
shots, 372
bicycles, 373
streets, 374
tall, 375
bikes, 376
photos, 377
approaching, 378
bird, 379
three, 380
riders, 381
trees, 382
pigeon, 383
coming, 384
smiling, 385
colorful, 386
bicyclists, 387
park, 388
kitten, 389
fence, 390
tank, 391
yard, 392
yellow, 393
kitty, 394
bathroom, 395
just, 396
toliet, 397
section, 398
lighting, 399
cabinet, 400
mirror, 401
been, 402
cleaned, 403
store, 404
shows, 405
males, 406
leaning, 407
toward, 408
adjust, 409
shop, 410
employee, 411
helping, 412
customer, 413
talking, 414
about, 415
shower, 416
stall, 417
interesting, 418
tile, 419
focal, 420
point, 421
perspective, 422
washroom, 423
under, 424
stand, 425
persons, 426
reflection, 427
behind, 428
mirrored, 429
corner, 430
bathtub, 431
mirrors, 432
tub, 433
doors, 434
beige, 435
bedroom, 436
another, 437
double, 438
carpeted, 439
floor, 440
vanity, 441
opens, 442
diamond, 443
patterned, 444
onto, 445
walk, 446
closet, 447
walkin, 448
jacuzzi, 449
tiled, 450
adjoining, 451
flowers, 452
shot, 453
includes, 454
letter, 455
framed, 456
potted, 457
plant, 458
tissue, 459
commode, 460
enclosed, 461
clean, 462
featuring, 463
ride, 464
busy, 465
lane, 466
passing, 467
burger, 468
king, 469
most, 470
not, 471
nice, 472
displayed, 473
piece, 474
interior, 475
scene, 476
furnishings, 477
including, 478
dogs, 479
they, 480
restroom, 481
camera, 482
currently, 483
repair, 484
photograph, 485
undergoing, 486
major, 487
renovations, 488
process, 489
remodeling, 490
where, 491
installed, 492
construction, 493
unfinished, 494
plumbing, 495
for, 496
guests, 497
bath, 498
standup, 499
which, 500
covered, 501
tiles, 502
without, 503
curtain, 504
held, 505
walled, 506
see, 507
through, 508
faded, 509
paint, 510
no, 511
panel, 512
needs, 513
be, 514
painted, 515
dust, 516
brush, 517
low, 518
rough, 519
close, 520
pale, 521
cement, 522
broom, 523
window, 524
fixtures, 525
contains, 526
well, 527
above, 528
them, 529
equipment, 530
fire, 531
extinguisher, 532
photo, 533
porcelain, 534
posed, 535
tan, 536
flower, 537
ground, 538
curb, 539
house, 540
lawn, 541
sidewalk, 542
outside, 543
gray, 544
locked, 545
chained, 546
hanging, 547
median, 548
lady, 549
divider, 550
takes, 551
public, 552
big, 553
flooring, 554
each, 555
used, 556
us, 557
multicolored, 558
pedestal, 559
cars, 560
driving, 561
highway, 562
traffic, 563
stop, 564
intersection, 565
sit, 566
asia, 567
taxi, 568
cabs, 569
buildings, 570
heavy, 571
going, 572
direction, 573
stuck, 574
high, 575
way, 576
parking, 577
late, 578
evening, 579
parked, 580
wires, 581
break, 582
glow, 583
waits, 584
signs, 585
opened, 586
like, 587
mug, 588
himself, 589
self, 590
cell, 591
phone, 592
selfie, 593
bare, 594
varying, 595
awaits, 596
cabinetry, 597
meters, 598
series, 599
located, 600
meter, 601
car, 602
elegant, 603
decorations, 604
fashion, 605
gold, 606
feet, 607
lovely, 608
claw, 609
foot, 610
seen, 611
stuff, 612
shelving, 613
unit, 614
between, 615
hygiene, 616
products, 617
wrong, 618
additional, 619
medicine, 620
urinal, 621
mounted, 622
pair, 623
tongs, 624
thing, 625
glazed, 626
donut, 627
rod, 628
tasty, 629
treat, 630
antenna, 631
orange, 632
striped, 633
tabby, 634
vehicles, 635
wheel, 636
fluffy, 637
tail, 638
tire, 639
vehicle, 640
hiding, 641
fender, 642
jetliner, 643
flying, 644
airplane, 645
flies, 646
sky, 647
comes, 648
land, 649
plane, 650
silver, 651
bus, 652
lot, 653
parks, 654
metro, 655
outdoor, 656
resting, 657
playing, 658
stepping, 659
playground, 660
skateboarding, 661
jacket, 662
attire, 663
tie, 664
eyes, 665
dressed, 666
necktie, 667
nicely, 668
surfboards, 669
field, 670
fashioned, 671
retro, 672
light, 673
wagon, 674
surfboard, 675
cop, 676
police, 677
officer, 678
cops, 679
backpack, 680
book, 681
bag, 682
stone, 683
floored, 684
possibly, 685
lid, 686
blurry, 687
seat, 688
perched, 689
was, 690
position, 691
revealing, 692
non, 693
transparent, 694
plain, 695
birds, 696
church, 697
spire, 698
decorative, 699
roof, 700
clock, 701
tower, 702
towering, 703
its, 704
steeple, 705
fly, 706
driveway, 707
license, 708
luxurious, 709
hedge, 710
showing, 711
container, 712
crosses, 713
decorated, 714
base, 715
designed, 716
neck, 717
shut, 718
off, 719
sort, 720
religious, 721
object, 722
shiny, 723
picking, 724
bananas, 725
bunches, 726
attending, 727
bundles, 728
grabbing, 729
stack, 730
pile, 731
sun, 732
plaque, 733
middle, 734
decor, 735
decoration, 736
decal, 737
horses, 738
grazing, 739
pasture, 740
filed, 741
grass, 742
horse, 743
drawn, 744
carriage, 745
walking, 746
pass, 747
outdoors, 748
pavement, 749
discarded, 750
someones, 751
display, 752
crowd, 753
shopping, 754
graze, 755
amid, 756
snow, 757
melting, 758
spot, 759
estate, 760
wind, 761
indicator, 762
weather, 763
vane, 764
clear, 765
cycle, 766
tree, 767
unattended, 768
roadway, 769
trash, 770
can, 771
compact, 772
waste, 773
bin, 774
toilette, 775
purple, 776
brick, 777
sport, 778
motorbike, 779
blur, 780
against, 781
office, 782
works, 783
motorcycles, 784
hats, 785
their, 786
bowls, 787
bottle, 788
cinnamon, 789
sugar, 790
cereal, 791
milk, 792
desert, 793
mashed, 794
oatmeal, 795
eat, 796
rows, 797
helmets, 798
motorbikes, 799
line, 800
set, 801
makes, 802
tightly, 803
columns, 804
grouped, 805
ally, 806
neighborhood, 807
alley, 808
lush, 809
mopeds, 810
scooter, 811
hope, 812
setup, 813
printer, 814
scanner, 815
extra, 816
tablet, 817
overlooking, 818
closeup, 819
oneway, 820
straight, 821
ahead, 822
lanes, 823
heading, 824
motorized, 825
scooters, 826
stopped, 827
living, 828
tv, 829
lamp, 830
screen, 831
television, 832
flat, 833
surround, 834
sound, 835
country, 836
swiftly, 837
case, 838
packed, 839
boxed, 840
delivery, 841
market, 842
packaged, 843
boxes, 844
cardboard, 845
box, 846
plastic, 847
unopened, 848
perfectly, 849
ripe, 850
barrel, 851
or, 852
plantains, 853
piled, 854
containers, 855
depicting, 856
writing, 857
ticket, 858
rider, 859
race, 860
track, 861
racetrack, 862
racer, 863
performance, 864
pitcher, 865
beverage, 866
slices, 867
cold, 868
juice, 869
beer, 870
cup, 871
stands, 872
containing, 873
liquid, 874
sliced, 875
oranges, 876
wide, 877
nearing, 878
nearby, 879
electric, 880
facade, 881
town, 882
bread, 883
basket, 884
newspaper, 885
grey, 886
wine, 887
winery, 888
among, 889
bench, 890
entrance, 891
cottage, 892
cabin, 893
garden, 894
dog, 895
watches, 896
animal, 897
facing, 898
away, 899
watching, 900
wildlife, 901
hound, 902
rug, 903
advertising, 904
arizona, 905
airport, 906
baggage, 907
claim, 908
terminal, 909
displaying, 910
ad, 911
jumping, 912
news, 913
passes, 914
find, 915
taken, 916
four, 917
engine, 918
jet, 919
transport, 920
grassy, 921
jumbo, 922
landing, 923
flight, 924
china, 925
sign, 926
runway, 927
airfield, 928
safety, 929
vest, 930
arms, 931
giving, 932
directions, 933
controller, 934
directing, 935
reflective, 936
gear, 937
airliner, 938
sticks, 939
vintage, 940
propeller, 941
planes, 942
renovated, 943
propellor, 944
fighter, 945
tarmac, 946
pilot, 947
war, 948
type, 949
taxis, 950
take, 951
towards, 952
wet, 953
unloading, 954
arrival, 955
gates, 956
airplanes, 957
carrier, 958
pulls, 959
gate, 960
boarding, 961
passengers, 962
fancy, 963
emptied, 964
plan, 965
personal, 966
cross, 967
pulled, 968
crossing, 969
signal, 970
crosswalk, 971
night, 972
appearing, 973
confusing, 974
electronic, 975
glows, 976
time, 977
arrows, 978
stripes, 979
airstrip, 980
model, 981
american, 982
wings, 983
bending, 984
check, 985
radio, 986
operated, 987
crouched, 988
kneeling, 989
miniature, 990
cloudy, 991
partially, 992
day, 993
biplane, 994
siting, 995
sunny, 996
lone, 997
underneath, 998
giraffe, 999
leaves, 1000
native, 1001
slowly, 1002
giraffes, 1003
place, 1004
wing, 1005
pointed, 1006
landscape, 1007
sandy, 1008
hills, 1009
rain, 1010
mountain, 1011
looks, 1012
ascends, 1013
passenger, 1014
beginning, 1015
ascent, 1016
sheep, 1017
beach, 1018
farm, 1019
animals, 1020
bright, 1021
sheeps, 1022
chewing, 1023
hay, 1024
hungry, 1025
zoo, 1026
alone, 1027
rocky, 1028
shines, 1029
drive, 1030
skyscrapers, 1031
shining, 1032
sunlight, 1033
elderly, 1034
bottom, 1035
poster, 1036
billboard, 1037
art, 1038
installation, 1039
stopping, 1040
get, 1041
doesnt, 1042
appear, 1043
anyone, 1044
waiting, 1045
africa, 1046
goes, 1047
vast, 1048
expanse, 1049
puffy, 1050
clouds, 1051
fill, 1052
den, 1053
licks, 1054
limb, 1055
strangely, 1056
lick, 1057
branch, 1058
bark, 1059
glowing, 1060
clearly, 1061
visible, 1062
pole, 1063
attached, 1064
sets, 1065
drinking, 1066
drink, 1067
pond, 1068
awkwardly, 1069
sips, 1070
puddle, 1071
knees, 1072
rocks, 1073
stroll, 1074
bush, 1075
rub, 1076
necks, 1077
paths, 1078
pin, 1079
enclosure, 1080
hits, 1081
body, 1082
smaller, 1083
exhibit, 1084
posted, 1085
south, 1086
streetlight, 1087
directional, 1088
naked, 1089
stoplight, 1090
signals, 1091
plants, 1092
overgrown, 1093
hose, 1094
chair, 1095
wilderness, 1096
creepy, 1097
eye, 1098
shaped, 1099
rear, 1100
below, 1101
end, 1102
situated, 1103
vase, 1104
woods, 1105
dusk, 1106
cathedral, 1107
direct, 1108
illuminated, 1109
second, 1110
show, 1111
if, 1112
busted, 1113
pedestrian, 1114
symbol, 1115
sunglasses, 1116
walks, 1117
herself, 1118
commuter, 1119
buses, 1120
urban, 1121
opposite, 1122
bent, 1123
submerged, 1124
flood, 1125
waters, 1126
grill, 1127
flooded, 1128
muddy, 1129
paper, 1130
pier, 1131
structure, 1132
reaching, 1133
greet, 1134
extends, 1135
onlooker, 1136
feeding, 1137
approaches, 1138
almost, 1139
touches, 1140
speaking, 1141
broken, 1142
kids, 1143
chips, 1144
rusted, 1145
pink, 1146
hydrant, 1147
slightly, 1148
rusty, 1149
make, 1150
look, 1151
more, 1152
festive, 1153
stickers, 1154
making, 1155
face, 1156
sandwich, 1157
sticky, 1158
sculpture, 1159
pushing, 1160
inner, 1161
courtyard, 1162
having, 1163
fun, 1164
newly, 1165
married, 1166
emo, 1167
hipster, 1168
wedding, 1169
bride, 1170
groom, 1171
pose, 1172
pictures, 1173
leaking, 1174
gushing, 1175
pouring, 1176
spilling, 1177
flock, 1178
pen, 1179
dusted, 1180
girls, 1181
firefighter, 1182
fireman, 1183
poking, 1184
fired, 1185
balloon, 1186
zebra, 1187
ducks, 1188
duck, 1189
freeway, 1190
states, 1191
north, 1192
float, 1193
parade, 1194
towing, 1195
wheeled, 1196
band, 1197
part, 1198
swan, 1199
floating, 1200
flags, 1201
tents, 1202
docked, 1203
bank, 1204
shore, 1205
lake, 1206
backdrop, 1207
dry, 1208
boats, 1209
harbor, 1210
seagulls, 1211
floats, 1212
patch, 1213
threw, 1214
palm, 1215
neon, 1216
reflections, 1217
streaming, 1218
thru, 1219
crane, 1220
because, 1221
warning, 1222
languages, 1223
vertical, 1224
triangle, 1225
english, 1226
foreign, 1227
same, 1228
wavy, 1229
swimming, 1230
ocean, 1231
waves, 1232
beak, 1233
swims, 1234
closely, 1235
dispenser, 1236
gather, 1237
fed, 1238
surrounding, 1239
raised, 1240
gathered, 1241
mural, 1242
heard, 1243
scattered, 1244
gathering, 1245
quiet, 1246
growing, 1247
post, 1248
fruit, 1249
apple, 1250
travels, 1251
historical, 1252
travel, 1253
tropical, 1254
forward, 1255
spots, 1256
zebras, 1257
turns, 1258
pack, 1259
rd, 1260
books, 1261
stacked, 1262
shelve, 1263
rack, 1264
types, 1265
id, 1266
age, 1267
says, 1268
you, 1269
must, 1270
enter, 1271
cover, 1272
cab, 1273
indicating, 1274
distance, 1275
statue, 1276
lion, 1277
new, 1278
york, 1279
library, 1280
lions, 1281
statues, 1282
appears, 1283
signage, 1284
repairing, 1285
attaching, 1286
work, 1287
less, 1288
than, 1289
mile, 1290
trail, 1291
hangs, 1292
apartment, 1293
perches, 1294
claws, 1295
arrow, 1296
points, 1297
oil, 1298
flag, 1299
reads, 1300
damaged, 1301
word, 1302
run, 1303
staring, 1304
directly, 1305
lens, 1306
massive, 1307
pennsylvania, 1308
avenue, 1309
stately, 1310
adorned, 1311
ornate, 1312
st, 1313
ones, 1314
feathers, 1315
lettering, 1316
adorns, 1317
concrete, 1318
live, 1319
life, 1320
painting, 1321
sneakers, 1322
hang, 1323
av, 1324
first, 1325
shoes, 1326
power, 1327
lines, 1328
cages, 1329
sheets, 1330
have, 1331
clothes, 1332
covering, 1333
cloth, 1334
strapped, 1335
advantage, 1336
diving, 1337
splashes, 1338
asian, 1339
language, 1340
somewhere, 1341
poll, 1342
interstate, 1343
gliding, 1344
snowy, 1345
range, 1346
photographer, 1347
rather, 1348
name, 1349
indicates, 1350
pedestrians, 1351
during, 1352
winter, 1353
panting, 1354
tongue, 1355
goats, 1356
cute, 1357
adult, 1358
rock, 1359
sick, 1360
hurdle, 1361
ramp, 1362
crouching, 1363
balancing, 1364
printed, 1365
poles, 1366
sticking, 1367
posts, 1368
similar, 1369
hilltop, 1370
fields, 1371
canadian, 1372
geese, 1373
swim, 1374
alongside, 1375
wading, 1376
cage, 1377
unusual, 1378
headed, 1379
story, 1380
dr, 1381
focused, 1382
atop, 1383
dead, 1384
ram, 1385
bends, 1386
woolly, 1387
broadway, 1388
advertisement, 1389
star, 1390
nypd, 1391
security, 1392
edge, 1393
cliff, 1394
barn, 1395
numerous, 1396
interact, 1397
explaining, 1398
treelined, 1399
cones, 1400
landscaping, 1401
here, 1402
shops, 1403
selling, 1404
dress, 1405
poses, 1406
walkway, 1407
posing, 1408
legs, 1409
flamingos, 1410
shallow, 1411
foraging, 1412
drives, 1413
railroad, 1414
trains, 1415
scouts, 1416
uniform, 1417
scout, 1418
tiny, 1419
angry, 1420
fish, 1421
guys, 1422
bookshelf, 1423
conversation, 1424
these, 1425
costumes, 1426
snowboard, 1427
mask, 1428
crazy, 1429
hands, 1430
scary, 1431
costume, 1432
snowboarder, 1433
hugged, 1434
upward, 1435
rounding, 1436
bend, 1437
curve, 1438
moving, 1439
graffiti, 1440
weathered, 1441
spray, 1442
elaborate, 1443
freight, 1444
marked, 1445
gas, 1446
parrots, 1447
log, 1448
watering, 1449
tin, 1450
moves, 1451
last, 1452
grain, 1453
pulling, 1454
short, 1455
speeds, 1456
planter, 1457
real, 1458
bed, 1459
shape, 1460
planters, 1461
clutter, 1462
junction, 1463
posters, 1464
houses, 1465
running, 1466
speed, 1467
platform, 1468
arriving, 1469
photographs, 1470
peeks, 1471
tunnel, 1472
overpass, 1473
depot, 1474
milling, 1475
humorous, 1476
pictured, 1477
sox, 1478
supporting, 1479
words, 1480
written, 1481
marker, 1482
freshly, 1483
plowed, 1484
wonderland, 1485
suburban, 1486
recently, 1487
rural, 1488
carts, 1489
videos, 1490
worker, 1491
jack, 1492
hammer, 1493
operating, 1494
blond, 1495
knitting, 1496
sweater, 1497
coin, 1498
paying, 1499
decorating, 1500
fake, 1501
putting, 1502
wrapping, 1503
designs, 1504
sand, 1505
credit, 1506
cards, 1507
remaining, 1508
porch, 1509
dock, 1510
beam, 1511
ledge, 1512
rest, 1513
sunbathing, 1514
milking, 1515
authentic, 1516
bulldozer, 1517
asphalt, 1518
machine, 1519
vests, 1520
dump, 1521
pay, 1522
loader, 1523
workers, 1524
own, 1525
fat, 1526
hauling, 1527
funny, 1528
logs, 1529
travelling, 1530
semitruck, 1531
shoe, 1532
laces, 1533
navy, 1534
strings, 1535
tiger, 1536
business, 1537
gravel, 1538
antique, 1539
classic, 1540
booth, 1541
event, 1542
bull, 1543
vendor, 1544
ox, 1545
tow, 1546
card, 1547
tows, 1548
care, 1549
towed, 1550
luggage, 1551
suitcase, 1552
owner, 1553
amongst, 1554
clothing, 1555
sleeping, 1556
folded, 1557
furry, 1558
couch, 1559
sofa, 1560
arm, 1561
sad, 1562
expression, 1563
right, 1564
kind, 1565
banana, 1566
bite, 1567
perch, 1568
peek, 1569
maroon, 1570
coffee, 1571
recliner, 1572
monitors, 1573
cows, 1574
horizon, 1575
grazes, 1576
bulls, 1577
calmly, 1578
fair, 1579
piles, 1580
stable, 1581
lie, 1582
stalls, 1583
sill, 1584
curious, 1585
wandering, 1586
meadow, 1587
cats, 1588
lay, 1589
fast, 1590
asleep, 1591
lounging, 1592
itself, 1593
firetruck, 1594
hides, 1595
drawers, 1596
peaking, 1597
flatbed, 1598
transporting, 1599
load, 1600
carry, 1601
faced, 1602
bushes, 1603
kinds, 1604
